year,strongest_topic,verdicts,total_verdicts,topic_percentage
2022,4,13,495,2.63
2022,5,9,495,1.82
2022,6,5,495,1.01
2022,7,22,495,4.44
2022,8,94,495,18.99
2022,9,4,495,0.81
2023,0,5,94,5.32
2023,1,2,94,2.13
2023,10,1,94,1.06
2023,11,17,94,18.09
2023,12,3,94,3.19
2023,14,2,94,2.13
2023,17,5,94,5.32
2023,18,1,94,1.06
2023,2,8,94,8.51
2023,20,4,94,4.26
2023,21,5,94,5.32
2023,22,1,94,1.06
2023,23,16,94,17.02
2023,24,5,94,5.32
2023,4,2,94,2.13
2023,6,3,94,3.19
2023,8,12,94,12.77
2023,9,2,94,2.13
